Name,Price,Rating,Details,Image,Link
Danna Belle Girls Dress Tween One Shoulder Ruffle Tiered Layer Summer Party Dress Clothes Gifts Size 5-14,$31.17,4.7,"Fabric type
95% Polyester, 5% Elastane
Care instructions
Machine Wash
Origin
Imported
Neck style
One Shoulder Neck",https://m.media-amazon.com/images/I/71iWoY8IF5L._AC_SX342_.jpg,https://www.amazon.com/Danna-Belle-Summer-Shoulder-Layered/dp/B0BPXPTZJZ/ref=sr_1_40
GRACE KARIN Girls Summer Sleeveless Ruffle Dress Swiss Dot Spring Sundress Flowing Tiered Layers Midi Casual Dress 5-12Y,$24.28,4.8,"Fabric type
98% Polyester, 2% Viscose
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71wEU6Mj8RL._AC_SX342_.jpg,https://www.amazon.com/GRACE-KARIN-Sleeveless-Sundress-Flowing/dp/B0DR7QSGPT/ref=sr_1_41
Move Dance Girls Halter Neck Dress Summer Flared A-Line Swiss Dot Chiffon Sundress 6-13 Years Old,$24.98,4.5,"Fabric type
95% Polyester, 5% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Tie",https://m.media-amazon.com/images/I/610oSJSQOKL._AC_SY445_.jpg,https://www.amazon.com/Move-Dance-Sundress-Sleeveless-Layered/dp/B0CW9RWPCX/ref=sr_1_42
Girls Bohemian Dresses Floral Sleeveless Rainbow Beach Sundress with Necklace 2-12T,$14.99,4.4,"Fabric type
Cotton blend
Origin
Imported
Closure type
Pull On
Neck style
Boat Neck",https://m.media-amazon.com/images/I/61QiXwfHhdL._AC_SX342_.jpg,https://www.amazon.com/Flenwgo-Bohemian-Sleeveless-Rainbow-Beach-Sundress/dp/B07RZFFYL2/ref=sr_1_43
The Children's Place Girls' Short Sleeve Cold Shoulder Dress,$14.38 - $20.74,4.5,"Fabric type
100% Rayon
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81IKDh9yX9L._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Special-Occasion-Shoulder/dp/B0CKWKBGS1/ref=sr_1_44
"YJ.GWL Western Dress Girls, Denim Tops Flower Girl Dress, Princess Dresses for Girls, Party Dresses for Girls 3-14 Years",$27.98 - $34.97,4.5,"Fabric type
Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71LJgZcBJVL._AC_SX342_.jpg,https://www.amazon.com/YJ-GWL-Dresses-Floral-Fahion-Clothes/dp/B00Z6KGFQM/ref=sr_1_45
Haloumoning Girls Dress Summer Ruffle Sleeve Mesh A Line Casual Party Dresses with Pockets for Kids 4-14 Years,$28.04,4.5,"Fabric type
92% Polyester, 8% Elastanes
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61NBU0d5Z0L._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Summer-Ruffle-Dresses-Pockets/dp/B0DQZR4CT8/ref=sr_1_46
GRACE KARIN Girl Summer Birthday Party Dress Ruffle Tiered Tulle Princess Prom Dress Size 5-12,$25.98,4.3,"Fabric type
95%Polyamide,5%Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71byKa6FYoL._AC_SX342_.jpg,https://www.amazon.com/GRACE-KARIN-Summer-Ruffle-Sleeve/dp/B0CPS43LFR/ref=sr_1_47
GRACE KARIN Girls Floral Dress Tie Back Flutter Sleeves Casual Summer Dress for 5-12Y,$22.98,4.6,"Fabric type
95% Polyester, 5% Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81nWQVLTL5L._AC_SX342_.jpg,https://www.amazon.com/GRACE-KARIN-Casual-Spring-Flutter/dp/B0CNRCP151/ref=sr_1_48
Haloumoning Girls Tutu Dress Ruffle Short Sleeve Fluffy Summer Party Tulle Dress for Kids 5-14Y,$30.87,4.4,"Fabric type
100% Nylon
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/613h7LPlXjL._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Ruffle-Sleeve-Fluffy-Summer/dp/B0D14KFWNP/ref=sr_1_49
Arshiner Toddler Tutu Dress Girls Fluffy Tiered Summer Dresses Cute Party Tulle Sundress for Kids 2-7Y,$14.99 - $19.99,4.5,"Fabric type
60% Polyester, 35% Cotton, 5% Spandex
Care instructions
Hand Wash Only
Origin
Imported
Closure type
Tie",https://m.media-amazon.com/images/I/71OnP1t2ciL._AC_SX342_.jpg,https://www.amazon.com/Arshiner-Toddler-Dresses-Funeral-Sundress/dp/B0CQYM84WF/ref=sr_1_50
Arshiner Toddler Tutu Dress Little Girls Fluffy Summer Dresses Casual Party Tulle Sundress for Kids 2-6Y,$17.99,4.5,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/710+kpk8snL._AC_SX342_.jpg,https://www.amazon.com/Arshiner-Toddler-Little-Dresses-Butterfly/dp/B0C6V4BWRX/ref=sr_1_51
blibean Girls Summer Dress Tween Floral Boho Dresses Size 4-13 Years,$22.68,4.5,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71pFJWSITTL._AC_SY445_.jpg,https://www.amazon.com/blibean-Dresses-Clothes-Clothing-Vestidos/dp/B0C3H4PNJB/ref=sr_1_52
PATPAT Girls Short Sleeve Dresses Skater Twirly Stretch A-line Toddler Casual Swing Dress,$9.99 - $14.99,4.7,"Fabric type
Solid: 62% Polyester, 33% Cotton, 5% Spandex; Patterned:95% Polyester, 5% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61IR6gdVd4L._AC_SY445_.jpg,https://www.amazon.com/PATPAT-Dresses-Stretch-Toddler-Nonpareil/dp/B0CXQ1F65P/ref=sr_1_53
Poroka Girls Ruffle Sleeve Dress Tiered Swing A-Line Twirly Skater Dresses Kids Midi Casual Summer Sundress with Pockets,$6.99 - $11.99,4.8,"Fabric type
Solid and Color-Block: 100% Cotton; Printed: 95% Polyester+5% Spandex
Origin
Imported",https://m.media-amazon.com/images/I/71cWtl7u0wL._AC_SY445_.jpg,https://www.amazon.com/Poroka-Ruffle-Dresses-Sundress-Pockets/dp/B0DQDBVPLN/ref=sr_1_54
Speechless Girls' High Neck Romper Maxi Walk-Through Party Dress,$26.72 - $36.99,4.5,"Fabric type
100% Polyester
Care instructions
Hand Wash Only
Origin
Imported",https://m.media-amazon.com/images/I/81InaRTuLqL._AC_SY445_.jpg,https://www.amazon.com/Speechless-Girls-Romper-Dress-Radiance/dp/B07R89KM8Z/ref=sr_1_55
Girls Dresses Summer Formal Party Wedding Ruffle Sleeve Mesh A Line Dress with Pockets,$24.48,4.6,"Fabric type
95% Polyester, 5% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/611USkLjc2L._AC_SX342_.jpg,https://www.amazon.com/Flypigs-Special-Occasion-Wedding-Dresses/dp/B0D7ZZZN9V/ref=sr_1_56
GRACE KARIN Girls Fall Long Sleeve Dress Formal Party Holiday Smocked Waist Midi Dresses 5-12Years,$29.99 - $32.99,4.5,"Fabric type
98% Polyester, 2% Viscose
Care instructions
Machine Wash
Origin
Imported
Closure type
Tie",https://m.media-amazon.com/images/I/71h1O4DeffL._AC_SY445_.jpg,https://www.amazon.com/GRACE-KARIN-Juinor-Dresses-Holiday/dp/B0D6G31FMY/ref=sr_1_57
Gymboree Girls' and Toddler Short Sleeve Smocked Dresses,$22.68,4.8,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/91ensQWEfuL._AC_SX342_.jpg,https://www.amazon.com/Gymboree-Toddler-Short-Sleeve-Dresses/dp/B0CJG647GF/ref=sr_1_58
"Simple Joys by Carter's Girls' Short-Sleeve and Sleeveless Dress Sets, Pack of 2",$18.49 - $24.00,4.8,"Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On
Neck style
Round Neck",https://m.media-amazon.com/images/I/81PF9JeKlvL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-Short-Sleeve-Sleeveless/dp/B0BL8659PX/ref=sr_1_59
HILEELANG Little Girls Cotton Dress Sleeveless Casual Summer Sundress Flower Printed Jumper Skirt,$18.88,4.3,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71j-P58YU8L._AC_SX385_.jpg,https://www.amazon.com/HILEELANG-Sleeveless-Sundress-Printed-greenpeacock/dp/B07CSQYTSY/ref=sr_1_60
